year,giin_id,kanji,kana,party,election_area
rl023,r00113,山口六郎次,やまぐちろくろうじ,日本自由党,埼玉2区
rl023,r00239,山崎道子,やまさきみちこ,日本社会党,静岡2区
rl023,r00024,山崎岩男,やまざきいわお,民主党,青森1区
rl023,r00079,山崎猛,やまざきたけし,日本自由党,茨城2区
rl023,r00313,山下栄二,やましたえいじ,日本社会党,兵庫2区
rl023,r00070,山下春江,やましたはるえ,民主党,福島2区
rl023,r00319,山名義芳,やまなぎほう,日本自由党,兵庫4区
rl023,r00016,山中日露史,やまなかひろし,日本社会党,北海道4区
rl023,r00158,山花秀雄,やまはなひでお,日本社会党,東京7区
rl023,r00124,山村新治郎（10代目）,やまむらしんじろう,日本自由党,千葉2区
rl023,r00226,山本幸一,やまもとこういち,日本社会党,岐阜1区
rl023,r00032,山本猛夫,やまもとたけお,民主党,岩手1区
rl023,r00121,吉川兼光,よしかわかねみつ,日本社会党,千葉1区
rl023,r00439,吉田安,よしだあん,民主党,熊本2区
rl023,r00396,吉田茂,よしだしげる,日本自由党,高知全県区
rl023,r00311,米窪満亮,よねくぼみつすけ,日本社会党,兵庫2区
rl023,r00388,米田吉盛,よねだよしもり,民主党,愛媛1区
rl023,r00428,若松虎雄,わかまつとらお,日本自由党,長崎1区
rl023,r00250,早稲田柳右エ門,わせだりゅうえもん,民主党,愛知2区
rl023,r00007,和田敏明,わだとしあき,日本社会党,北海道2区
rl023,r00178,渡辺良夫,わたなべよしお,日本自由党,新潟2区
rl023,r00193,綿貫佐民,わたぬきすけたみ,日本自由党,富山2区
rl023,r00180,亘四郎,わたりしろう,日本自由党,新潟3区
rl024,r00633,逢沢寛,あいざわかん,民主党,岡山1区
rl024,r00261,青木孝義,あおきたかよし,民主自由党,愛知5区
rl024,r00528,青木正,あおきまさし,民主自由党,埼玉4区
rl024,r00666,青野武一,あおのぶいち,日本社会党,福岡2区
rl024,r00645,青柳一郎,あおやぎいちろう,民主自由党,山口2区
rl024,r00246,赤松勇,あかまついさむ,日本社会党,愛知1区
rl024,r00609,浅香忠雄,あさかただお,民主自由党,大阪3区
rl024,r00133,浅沼稲次郎,あさぬまいねじろう,日本社会党,東京1区
rl024,r00526,阿左美広治,あさみひろじ,無所属,埼玉3区
rl024,r00037,浅利三朗,あさりさぶろう,民主自由党,岩手2区
rl024,r00628,足鹿覚,あしかかく,日本社会党,鳥取全県区
rl024,r00283,芦田均,あしだひとし,民主党,京都2区
rl024,r00664,麻生太賀吉,あそうたかきち,民主自由党,福岡2区
rl024,r00270,足立梅市,あだちうめいち,日本社会党,三重2区
rl024,r00584,足立篤郎,あだちとくろう,民主自由党,静岡3区
rl024,r00488,安部俊吾,あべしゅんご,民主自由党,宮城1区
rl024,r00540,天野公義,あまのきみよし,民主自由党,東京6区
rl024,r00205,天野久,あまのひさし,民主党,山梨全県区
rl024,r00697,新井京太,あらいきょうた,自由党,東京6区　※補選
rl024,r00411,荒木万寿夫,あらきますお,民主党,福岡3区
rl024,r00621,有田喜一,ありたきいち,民主党,兵庫5区
rl024,r00291,有田二郎,ありたじろう,民主自由党,大阪1区
rl024,r00022,飯田義茂,いいだよししげ,農民新党,北海道5区
rl024,r00492,飯塚定輔,いいづかさだすけ,民主自由党,秋田2区
rl024,r00649,生田和平,いくたわへい,民主自由党,徳島全県区
rl024,r00637,池田勇人,いけだはやと,民主自由党,広島2区
rl024,r00496,池田正之輔,いけだまさのすけ,民主自由党,山形2区
rl024,r00508,池田峯雄,いけだみねお,日本共産党,茨城3区
rl024,r00663,池見茂隆,いけみしげたか,民主自由党,福岡1区
rl024,r00097,石井繁丸,いしいしげまる,日本社会党,群馬1区
rl024,r00031,石川金次郎,いしかわきんじろう,日本社会党,岩手1区
rl024,r00148,石田一松,いしだいちまつ,国民協同党,東京5区
rl024,r00048,石田博英,いしだひろひで,民主自由党,秋田1区
rl024,r00081,石野久男,いしのひさお,労働者農民党,茨城2区
rl024,r00271,石原円吉,いしはらえんきち,民主自由党,三重2区
rl024,r00462,石原登,いしはらのぼる,民主自由党,鹿児島2区
rl024,r00212,井出一太郎,いでいちたろう,国民協同党,長野2区
rl024,r00533,井手光治,いでみつじ,民主自由党,東京1区
rl024,r00535,伊藤憲一,いとうけんいち,日本共産党,東京2区
rl024,r00020,伊藤郷一,いとうごういち,民主自由党,北海道5区
rl024,r00336,稲田直道,いなだなおみち,民主自由党,鳥取全県区
rl024,r00552,稲葉修,いなばおさむ,民主党,新潟2区
rl024,r00184,稲村順三,いなむらじゅんぞう,日本社会党,新潟3区
rl024,r00634,犬養健,いぬかいたける,民主党,岡山2区
rl024,r00622,井上信貴男,いのうえしぎお,無所属,奈良全県区
rl024,r00457,井上知治,いのうえともはる,民主自由党,鹿児島1区
rl024,r00297,井上良二,いのうえりょうじ,日本社会党,大阪3区
rl024,r00614,井之口政雄,いのぐちまさお,日本共産党,兵庫2区
rl024,r00185,猪俣浩三,いのまたこうぞう,日本社会党,新潟4区
rl024,r00274,今井耕,いまいこう,国民協同党,滋賀全県区
rl024,r00498,今泉貞雄,いまいずみさだお,民主自由党,福島1区
rl024,r00367,今澄勇,いまずみいさむ,日本社会党,山口1区
rl024,r00217,今村忠助,いまむらちゅうすけ,民主自由党,長野3区
rl024,r00332,今村長太郎,いまむらちょうたろう,民主自由党,和歌山1区
rl024,r00695,岩川与助,いわかわよすけ,民主自由党,鹿児島3区
rl024,r00171,岩本信行,いわもとのぶゆき,民主自由党,神奈川3区
rl024,r00219,植原悦二郎,うえはらえつじろう,民主自由党,長野4区
rl024,r00372,受田新吉,うけだしんきち,日本社会党,山口2区
rl024,r00640,宇田恒,うだつね,民主自由党,広島3区
rl024,r00046,内海安吉,うつみやすきち,民主自由党,宮城2区
rl024,r00475,宇野秀次郎,うのひでじろう,民主自由党,北海道1区
rl024,r00476,浦口鉄男,うらぐちてつお,立憲養正会,北海道1区
rl024,r00254,江崎真澄,えさきますみ,民主自由党,愛知3区
rl024,r00596,江崎一治,えざきかずはる,日本共産党,滋賀全県区
rl024,r00670,江田斗米吉,えだとめきち,民主自由党,福岡4区
rl024,r00416,衛藤速,えとうはやし,社会革新党,福岡4区
rl024,r00499,江花静,えばなしずか,民主自由党,福島2区
rl024,r00580,遠藤三郎,えんどうさぶろう,民主自由党,静岡2区
rl024,r00471,大石武一,おおいしぶいち,民主自由党,宮城2区
rl024,r00286,大石ヨシエ,おおいしよしえ,社会革新党,京都2区
rl024,r00522,大泉寛三,おおいずみかんぞう,民主自由党,埼玉1区
rl024,r00064,大内一郎,おおうちいちろう,民主自由党,福島1区
rl024,r00321,大上司,おおかみつかさ,民主自由党,兵庫4区
rl024,r00095,大沢嘉平治,おおさわかへいじ,民主自由党,栃木2区
rl024,r00676,大瀬久市,おおせきゅういち,無所属,長崎2区
rl024,r00656,大西弘,おおにしひろむ,民主自由党,愛媛1区
rl024,r00661,大西正男,おおにしまさお,民主党,高知全県区
rl024,r00651,大西禎夫,おおにしよしお,民主党,香川1区
rl024,r00223,大野伴睦,おおのばんぼく,民主自由党,岐阜1区
rl024,r00629,大橋武夫,おおはしたけお,民主自由党,島根全県区
rl024,r00346,大村清一,おおむらせいいち,民主自由党,岡山1区
rl024,r00197,大森玉木,おおもりたまき,民主党,石川2区
rl024,r00289,大矢省三,おおやしょうぞう,日本社会党,大阪1区
rl024,r00500,大和田義栄,おおわだよしえい,民主自由党,福島2区
rl024,r00677,岡延右エ門,おかのぶえもん,民主自由党,長崎2区
rl024,r00560,岡良一,おかりょういち,日本社会党,石川1区
rl024,r00546,岡崎勝男,おかざきかつお,民主自由党,神奈川3区
rl024,r00023,小笠原八十美,おがさわらやそみ,民主自由党,青森1区
rl024,r00617,岡田五郎,おかだごろう,民主自由党,兵庫3区
rl024,r00379,岡田勢一,おかだせいいち,国民協同党,徳島全県区
rl024,r00013,岡田春夫,おかだはるお,労働者農民党,北海道4区
rl024,r00474,岡西明貞,おかにしあきさだ,民主自由党,長崎1区
rl024,r00605,岡野清豪,おかのきよひで,民主自由党,大阪1区
rl024,r00230,岡村利右衛門,おかむらりえもん,民主自由党,岐阜2区
rl024,r00280,小川半次,おがわはんじ,民主党,京都1区
rl024,r00570,小川平二,おがわへいじ,民主自由党,長野3区
rl024,r00005,小川原政信,おがわらまさのぶ,民主自由党,北海道1区
rl024,r00565,奥村又十郎,おくむらまたじゅうろう,民主党,福井全県区
rl024,r00463,尾崎末吉,おざきすえきち,民主自由党,鹿児島2区
rl024,r00269,尾崎行雄,おざきゆきお,無所属,三重2区
rl024,r00034,小沢佐重喜,おざわさえき,民主自由党,岩手2区
rl024,r00607,押谷富三,おしたにとみぞう,民主自由党,大阪2区
rl024,r00511,尾関義一,おぜきぎいち,民主自由党,栃木1区
rl024,r00532,小高熹郎,おだかとしろう,民主自由党,千葉3区
rl024,r00658,越智茂,おちしげる,民主自由党,愛媛2区
rl024,r00055,小野孝,おのたかし,民主党,山形1区
rl024,r00076,小野瀬忠兵衛,おのせちゅうべえ,民主自由党,茨城1区
rl024,r00519,小渕光平,おぶちみつへい,民主自由党,群馬3区
rl024,r00045,角田幸吉,かくたこうきち,民主自由党,宮城2区
rl024,r00536,風早八十二,かざはややそじ,日本共産党,東京4区
rl024,r00550,風間啓吉,かざまけいきち,民主自由党,新潟1区
rl024,r00189,鍛冶良作,かじりょうさく,民主自由党,富山1区
rl024,r00378,柏原義則,かしはらよしのり,民主自由党,徳島全県区
rl024,r00543,春日正一,かすがしょういち,日本共産党,神奈川1区
rl024,r00132,片岡伊三郎,かたおかいさぶろう,民主自由党,千葉3区
