year,giin_id,kanji,kana,party,election_area
rl031,r00997,稲村隆一,いなむらりゅういち,日本社会党,新潟3区
rl031,r00754,伊能繁次郎,いのうしげじろう,自由民主党,千葉2区
rl031,r01349,井上泉,いのうえいずみ,日本社会党,高知全県区
rl031,r01344,井上普方,いのうえひろのり,日本社会党,徳島全県区
rl031,r00185,猪俣浩三,いのまたこうぞう,日本社会党,新潟4区
rl031,r01050,井原岸高,いはらきしたか,自由民主党,愛媛2区
rl031,r01152,井村重雄,いむらしげお,自由民主党,石川1区
rl031,r00784,植木庚子郎,うえきこうしろう,自由民主党,福井全県区
rl031,r01158,上村千一郎,うえむらせんいちろう,自由民主党,愛知5区
rl031,r00372,受田新吉,うけだしんきち,民主社会党,山口2区
rl031,r00753,臼井荘一,うすいそういち,自由民主党,千葉1区
rl031,r00786,内田常雄,うちだつねお,自由民主党,山梨全県区
rl031,r00761,宇都宮徳馬,うつのみやとくま,自由民主党,東京2区
rl031,r01105,内海清,うつみきよし,民主社会党,広島3区
rl031,r01260,内海英男,うつみひでお,自由民主党,宮城2区
rl031,r01161,宇野宗佑,うのそうすけ,自由民主党,滋賀全県区
rl031,r01157,浦野幸男,うらのさちお,自由民主党,愛知4区
rl031,r00254,江崎真澄,えさきますみ,自由民主党,愛知3区
rl031,r01235,江田三郎,えださぶろう,日本社会党,岡山2区
rl031,r01343,枝村要作,えだむらようさく,日本社会党,山口1区
rl031,r00580,遠藤三郎,えんどうさぶろう,自由民主党,静岡2区
rl031,r01222,大石八治,おおいしはちじ,自由民主党,静岡1区
rl031,r00471,大石武一,おおいしぶいち,自由民主党,宮城2区
rl031,r01213,大出俊,おおいでしゅん,日本社会党,神奈川1区
rl031,r00966,大久保武雄,おおくぼたけお,自由民主党,熊本1区
rl031,r01148,大柴滋夫,おおしばしげお,日本社会党,東京2区
rl031,r01093,太田一夫,おおたかずお,日本社会党,愛知4区
rl031,r01218,大竹太郎,おおたけたろう,自由民主党,新潟4区
rl031,r01038,大坪保雄,おおつぼやすお,自由民主党,佐賀全県区
rl031,r01253,大野明,おおのあきら,自由民主党,岐阜1区
rl031,r00778,大野市郎,おおのいちろう,自由民主党,新潟3区
rl031,r01283,大野潔,おおのきよし,公明党,東京7区
rl031,r00629,大橋武夫,おおはしたけお,自由民主党,島根全県区
rl031,r01352,大橋敏雄,おおはしとしお,公明党,福岡2区
rl031,r01103,大原亨,おおはらとおる,日本社会党,広島1区
rl031,r00860,大平正芳,おおひらまさよし,自由民主党,香川2区
rl031,r01319,近江巳記夫,おおみみきお,公明党,大阪3区
rl031,r01335,大村襄治,おおむらじょうじ,自由民主党,岡山1区
rl031,r00957,小笠公韶,おがさこうしょう,自由民主党,徳島全県区
rl031,r00989,岡崎英城,おかざきえいじょう,自由民主党,東京4区
rl031,r01318,岡沢完治,おかざわかんじ,民主社会党,大阪3区
rl031,r01125,岡田利春,おかだとしはる,日本社会党,北海道5区
rl031,r00013,岡田春夫,おかだはるお,日本社会党,北海道4区
rl031,r00836,岡本茂,おかもとしげる,自由民主党,奈良全県区
rl031,r01328,岡本富夫,おかもととみお,公明党,兵庫2区
rl031,r01018,岡本隆一,おかもとりゅういち,日本社会党,京都2区
rl031,r01268,小川新一郎,おがわしんいちろう,公明党,埼玉1区
rl031,r00280,小川半次,おがわはんじ,自由民主党,京都1区
rl031,r00570,小川平二,おがわへいじ,自由民主党,長野3区
rl031,r01252,小川三男,おがわみつお,日本社会党,千葉2区
rl031,r01315,沖本泰幸,おきもとやすゆき,公明党,大阪1区
rl031,r01232,奥野誠亮,おくのせいすけ,自由民主党,奈良全県区
rl031,r00034,小沢佐重喜,おざわさえき,自由民主党,岩手2区
rl031,r01150,小沢辰男,おざわたつお,自由民主党,新潟1区
rl031,r01173,小沢太郎,おざわたろう,自由民主党,山口2区
rl031,r01087,小沢貞孝,おざわていこう,民主社会党,長野4区　※繰上当選
rl031,r01202,小渕恵三,おぶちけいぞう,自由民主党,群馬3区
rl031,r01355,折小野良一,おりおのりょういち,民主社会党,宮崎1区
rl031,r01156,海部俊樹,かいふとしき,自由民主党,愛知3区
rl031,r00189,鍛冶良作,かじりょうさく,自由民主党,富山1区
rl031,r00806,春日一幸,かすがいっこう,民主社会党,愛知1区
rl031,r01089,勝沢芳雄,かつざわよしお,日本社会党,静岡1区
rl031,r00240,勝間田清一,かつまたせいいち,日本社会党,静岡2区
rl031,r01298,桂木鉄夫,かつらぎてつお,無所属,石川1区
rl031,r00247,加藤勘十,かとうかんじゅう,日本社会党,東京2区
rl031,r00808,加藤清二,かとうせいじ,日本社会党,愛知2区
rl031,r00859,加藤常太郎,かとうつねたろう,自由民主党,香川2区
rl031,r01292,加藤万吉,かとうまんきち,日本社会党,神奈川3区
rl031,r01338,加藤六月,かとうむつき,自由民主党,岡山2区
rl031,r01096,角屋堅次郎,かどやけんじろう,日本社会党,三重2区
rl031,r01085,金丸徳重,かなまるとくしげ,日本社会党,山梨全県区
rl031,r01155,金子一平,かねこいっぺい,自由民主党,岐阜2区
rl031,r01117,金子岩三,かねこいわぞう,自由民主党,長崎2区
rl031,r01084,金丸信,かねまるしん,自由民主党,山梨全県区
rl031,r00494,鹿野彦吉,かのひこきち,自由民主党,山形1区
rl031,r00924,神近市子,かみちかいちこ,日本社会党,東京5区
rl031,r01132,亀岡高夫,かめおかたかお,自由民主党,福島1区
rl031,r01029,亀山孝一,かめやまこういち,自由民主党,岡山1区
rl031,r01070,鴨田宗一,かもだそういち,自由民主党,埼玉3区
rl031,r01075,賀屋興宣,かやおきのり,自由民主党,東京3区
rl031,r01007,唐沢俊樹,からさわとしき,自由民主党,長野4区
rl031,r01264,唐橋東,からはしあずま,日本社会党,福島2区
rl031,r01175,仮谷忠男,かりやただお,自由民主党,高知全県区
rl031,r00606,川上貫一,かわかみかんいち,日本共産党,大阪2区
rl031,r01326,河上民雄,かわかみたみお,日本社会党,兵庫1区
rl031,r01250,川崎寛治,かわさきかんじ,日本社会党,鹿児島1区
rl031,r00264,川崎秀二,かわさきひでじ,自由民主党,三重1区
rl031,r00752,川島正次郎,かわしましょうじろう,自由民主党,千葉1区
rl031,r01034,河野正,かわのただし,日本社会党,福岡1区
rl031,r00453,川野芳満,かわのよしみつ,自由民主党,宮崎1区
rl031,r01291,河村勝,かわむらかつ,民主社会党,神奈川3区
rl031,r00887,川村継義,かわむらつぎよし,日本社会党,熊本2区
rl031,r00862,菅太郎,かんたろう,自由民主党,愛媛1区
rl031,r00984,神田大作,かんだだいさく,民主社会党,栃木2区
rl031,r00232,神田博,かんだひろし,自由民主党,静岡1区
rl031,r00819,菅野和太郎,かんのわたろう,自由民主党,大阪1区
rl031,r00458,上林山栄吉,かんばやしやまえいきち,自由民主党,鹿児島1区
rl031,r00139,菊池義郎,きくちよしろう,自由民主党,東京2区
rl031,r00955,岸信介,きしのぶすけ,自由民主党,山口2区
rl031,r01324,北側義一,きたがわよしかず,公明党,大阪6区
rl031,r00507,北沢直吉,きたざわなおきち,自由民主党,茨城3区
rl031,r00909,北山愛郎,きたやまあいろう,日本社会党,岩手2区
rl031,r00216,吉川久衛,きっかわきゅうえ,自由民主党,長野3区
rl031,r01322,木野晴夫,きのはるお,自由民主党,大阪5区
rl031,r00878,木原津与志,きはらつよし,日本社会党,長崎1区
rl031,r01272,木原実,きはらみのる,日本社会党,千葉1区
rl031,r01223,木部佳昭,きべよしあき,自由民主党,静岡2区
rl031,r00718,木村武雄,きむらたけお,自由民主党,山形1区
rl031,r00593,木村俊夫,きむらとしお,自由民主党,三重1区
rl031,r00831,清瀬一郎,きよせいちろう,自由民主党,兵庫4区
rl031,r01016,草野一郎平,くさのいちろべい,自由民主党,滋賀全県区
rl031,r01209,鯨岡兵輔,くじらおかひょうすけ,自由民主党,東京10区
rl031,r01353,工藤良平,くどうりょうへい,日本社会党,大分1区
rl031,r00587,久野忠治,くのちゅうじ,自由民主党,愛知2区
rl031,r01064,久保三郎,くぼさぶろう,日本社会党,茨城1区
rl031,r01139,久保田円次,くぼたえんじ,自由民主党,群馬1区
rl031,r00302,久保田鶴松,くぼたつるまつ,日本社会党,大阪4区
rl031,r01160,久保田藤麿,くぼたふじまろ,自由民主党,三重1区
rl031,r01187,熊谷義雄,くまがいよしお,自由民主党,青森1区
rl031,r00209,倉石忠雄,くらいしただお,自由民主党,長野1区
rl031,r01115,蔵内修治,くらうちしゅうじ,自由民主党,福岡4区
rl031,r01116,倉成正,くらなりただし,自由民主党,長崎1区
rl031,r01058,栗林三郎,くりばやしさぶろう,日本社会党,秋田2区
rl031,r00716,黒金泰美,くろがねやすみ,自由民主党,山形1区
rl031,r00345,黒田寿男,くろだひさお,日本社会党,岡山1区
rl031,r00771,小泉純也,こいずみじゅんや,自由民主党,神奈川2区
rl031,r00765,河野密,こうのみつ,日本社会党,東京9区
rl031,r01290,河野洋平,こうのようへい,自由民主党,神奈川3区
rl031,r00620,河本敏夫,こうもととしお,自由民主党,兵庫4区
rl031,r00210,小坂善太郎,こさかぜんたろう,自由民主党,長野1区
rl031,r00480,小平忠,こだいらただし,民主社会党,北海道4区
rl031,r00094,小平久雄,こだいらひさお,自由民主党,栃木2区
rl031,r01119,児玉末男,こだままつお,日本社会党,宮崎2区
rl031,r01293,小浜新次,こはましんじ,公明党,神奈川3区
rl031,r00567,小林信一,こばやししんいち,日本社会党,山梨全県区
rl031,r00892,小松幹,こまつかん,日本社会党,大分2区
rl031,r00104,小峯柳多,こみねりゅうた,自由民主党,東京4区
rl031,r01204,小宮山重四郎,こみやまじゅうしろう,自由民主党,埼玉2区
rl031,r00688,小山長規,こやまおさのり,自由民主党,宮崎2区
rl031,r01211,小山省二,こやましょうじ,自由民主党,東京7区
rl031,r01334,神門至馬夫,ごうどしまお,日本社会党,島根全県区
rl031,r01313,後藤俊男,ごとうとしお,日本社会党,滋賀全県区
rl031,r01061,斎藤邦吉,さいとうくにきち,自由民主党,福島3区
rl031,r00914,斎藤憲三,さいとうけんぞう,自由民主党,秋田2区
rl031,r01305,斎藤寿夫,さいとうとしお,無所属,静岡2区
rl031,r01307,斉藤正男,さいとうまさお,日本社会党,静岡3区
rl031,r01256,斎藤実,さいとうみのる,公明党,北海道1区
rl031,r01099,阪上安太郎,さかがみやすたろう,日本社会党,大阪3区
rl031,r00559,坂田英一,さかたえいいち,自由民主党,石川1区
rl031,r00442,坂田道太,さかたみちた,自由民主党,熊本2区
rl031,r01201,坂村吉正,さかむらよしまさ,自由民主党,群馬2区
rl031,r01299,坂本三十次,さかもとみそじ,自由民主党,石川2区
rl031,r00134,桜内義雄,さくらうちよしお,自由民主党,島根全県区
rl031,r01346,佐々栄三郎,ささえいざぶろう,日本社会党,香川2区
rl031,r00041,佐々木更三,ささきこうぞう,日本社会党,宮城1区
rl031,r00008,佐々木秀世,ささきひでよ,自由民主党,北海道2区
rl031,r01129,佐々木義武,ささきよしたけ,自由民主党,秋田1区
rl031,r01027,佐々木良作,ささきりょうさく,民主社会党,兵庫5区
rl031,r00491,笹山茂太郎,ささやましげたろう,自由民主党,秋田2区
rl031,r00644,佐藤栄作,さとうえいさく,自由民主党,山口2区
rl031,r00256,佐藤観次郎,さとうかんじろう,日本社会党,愛知3区
rl031,r01185,佐藤孝行,さとうこうこう,自由民主党,北海道3区
rl031,r01354,佐藤文生,さとうぶんせい,自由民主党,大分2区
rl031,r00730,佐藤洋之助,さとうようのすけ,自由民主党,茨城3区
rl031,r01083,佐野憲治,さのけんじ,日本社会党,富山2区
rl031,r01282,佐野進,さのすすむ,日本社会党,東京6区
rl031,r00975,椎名悦三郎,しいなえつさぶろう,自由民主党,岩手2区
rl031,r01321,塩川正十郎,しおかわまさじゅうろう,自由民主党,大阪4区
rl031,r01308,塩谷一夫,しおのやかずお,自由民主党,静岡3区
rl031,r00035,志賀健次郎,しがけんじろう,自由民主党,岩手2区
rl031,r00852,重政誠之,しげまさせいし,自由民主党,広島3区
rl031,r00922,始関伊平,しせきいへい,自由民主党,千葉1区
rl031,r00482,篠田弘作,しのだこうさく,自由民主党,北海道4区
rl031,r01207,四宮久吉,しのみやひさきち,自由民主党,東京8区
rl031,r01336,柴田健治,しばたけんじ,日本社会党,岡山1区
rl031,r01136,渋谷直蔵,しぶやなおぞう,自由民主党,福島2区
rl031,r00152,島上善五郎,しまがみぜんごろう,日本社会党,東京10区
rl031,r01054,島口重次郎,しまぐちじゅうじろう,日本社会党,青森2区
rl031,r00150,島村一郎,しまむらいちろう,自由民主党,東京10区
rl031,r01122,島本虎三,しまもととらぞう,日本社会党,北海道1区
rl031,r01006,下平正一,しもだいらしょういち,日本社会党,長野4区
rl031,r01169,正示啓次郎,しょうじけいじろう,自由民主党,和歌山2区
rl031,r01067,東海林稔,しょうじみのる,日本社会党,群馬2区
rl031,r00998,正力松太郎,しょうりきまつたろう,自由民主党,富山2区
rl031,r00881,白浜仁吉,しらはまにきち,自由民主党,長崎2区
rl031,r01113,進藤一馬,しんとうかずま,自由民主党,福岡1区
rl031,r01073,実川清之,じつかわきよし,日本社会党,千葉3区
rl031,r01265,菅波茂,すがなみしげる,自由民主党,福島3区
rl031,r00033,鈴木善幸,すずきぜんこう,自由民主党,岩手1区
rl031,r01056,鈴木一,すずきはじめ,民主社会党,秋田1区
rl031,r01275,鈴切康雄,すずきりやすお,公明党,東京2区
rl031,r00369,周東英雄,すとうひでお,自由民主党,山口1区
rl031,r01231,砂田重民,すなだしげたみ,自由民主党,兵庫1区
rl031,r00850,砂原格,すなはらかく,自由民主党,広島1区
rl031,r00655,関谷勝利,せきやかつとし,自由民主党,愛媛1区
rl031,r01332,世耕政隆,せこうまさたか,自由民主党,和歌山2区
rl031,r00690,瀬戸山三男,せとやまみつお,自由民主党,宮崎2区
rl031,r01289,曽祢益,そねえき,民主社会党,神奈川2区
rl031,r00440,園田直,そのだすなお,自由民主党,熊本2区
rl031,r00525,高田富之,たかだとみゆき,日本社会党,埼玉3区
rl031,r00394,高橋英吉,たかはしえいきち,自由民主党,愛媛3区
rl031,r01082,高橋清一郎,たかはしせいいちろう,自由民主党,新潟1区
rl031,r00798,高見三郎,たかみさぶろう,自由民主党,静岡1区
rl031,r00869,多賀谷真稔,たがやしんねん,日本社会党,福岡2区
rl031,r01149,田川誠一,たがわせいいち,自由民主党,神奈川2区
rl031,r01287,竹入義勝,たけいりよしかつ,公明党,東京10区
rl031,r01189,竹内黎一,たけうちれいいち,自由民主党,青森2区
rl031,r01102,竹下登,たけしたのぼる,自由民主党,島根全県区
rl031,r01333,武部文,たけべぶん,日本社会党,鳥取全県区
rl031,r01224,竹本孫一,たけもとまごいち,民主社会党,静岡3区
rl031,r01126,田沢吉郎,たざわきちろう,自由民主党,青森2区
rl031,r00665,田代文久,たしろぶんきゅう,日本共産党,福岡2区
rl031,r01203,只松祐治,ただまつゆうじ,日本社会党,埼玉1区
rl031,r00797,楯兼次郎,たてかねじろう,日本社会党,岐阜2区
rl031,r00601,田中伊三次,たなかいさじ,自由民主党,京都1区
rl031,r01074,田中栄一,たなかえいいち,自由民主党,東京1区
rl031,r00182,田中角栄,たなかかくえい,自由民主党,新潟3区
rl031,r01351,田中昭二,たなかしょうじ,公明党,福岡1区
rl031,r01026,田中武夫,たなかたけお,日本社会党,兵庫3区
rl031,r00953,田中龍夫,たなかたつお,自由民主党,山口1区
rl031,r00973,田中正巳,たなかまさみ,自由民主党,北海道3区
rl031,r01248,田中六助,たなかろくすけ,自由民主党,福岡4区
rl031,r01140,田辺誠,たなべまこと,日本社会党,群馬1区
rl031,r01163,谷垣専一,たにがきせんいち,自由民主党,京都2区
rl031,r01104,谷川和穂,たにかわかずお,自由民主党,広島2区
rl031,r00600,谷口善太郎,たにぐちぜんたろう,日本共産党,京都1区
rl031,r01266,田畑金光,たばたかねみつ,民主社会党,福島3区
rl031,r00872,田原春次,たはらはるじ,日本社会党,福岡4区
rl031,r01164,玉置一徳,たまきいっとく,民主社会党,京都2区
rl031,r01015,田村元,たむらはじめ,自由民主党,三重2区
rl031,r01244,田村良平,たむらりょうへい,自由民主党,高知全県区
rl031,r01183,地崎宇三郎,ちざきうさぶろう,自由民主党,北海道1区
rl031,r00487,千葉三郎,ちばさぶろう,自由民主党,千葉3区
rl031,r01261,千葉佳男,ちばよしお,日本社会党,宮城2区
rl031,r00693,中馬辰猪,ちゅうまたつい,自由民主党,鹿児島2区
rl031,r01219,塚田徹,つかだとおる,自由民主党,新潟4区
rl031,r00506,塚原俊郎,つかはらとしお,自由民主党,茨城2区
rl031,r01091,塚本三郎,つかもとさぶろう,民主社会党,愛知6区
rl031,r00248,辻寛一,つじかんいち,自由民主党,愛知6区
rl031,r00431,綱島正興,つなしませいこう,自由民主党,長崎2区
rl031,r00201,坪川信三,つぼかわしんぞう,自由民主党,福井全県区
rl031,r01025,渡海元三郎,とかいもとさぶろう,自由民主党,兵庫3区
rl031,r00089,戸叶里子,とかのさとこ,日本社会党,栃木1区
rl031,r00841,徳安実蔵,とくやすじつぞう,自由民主党,鳥取全県区
rl031,r00691,床次徳二,とこなみとくじ,自由民主党,鹿児島1区
rl031,r01197,登坂重次郎,とさかじゅうじろう,自由民主党,茨城3区
rl031,r01001,堂森芳夫,どうもりよしお,日本社会党,福井全県区
rl031,r00557,内藤隆,ないとうたかし,自由民主党,富山1区
rl031,r01262,内藤良平,ないとうりょうへい,日本社会党,秋田1区
rl031,r00941,中井徳次郎,なかいとくじろう,日本社会党,三重1区
rl031,r00021,永井勝次郎,ながいかつじろう,日本社会党,北海道5区
rl031,r00309,永江一夫,ながえかずお,民主社会党,兵庫1区
rl031,r01300,中尾栄一,なかおえいいち,無所属,山梨全県区
rl031,r00257,中垣国男,なかがきくにお,自由民主党,愛知4区
rl031,r01186,中川一郎,なかがわいちろう,自由民主党,北海道5区
rl031,r00639,中川俊思,なかがわしゅんじ,自由民主党,広島2区
rl031,r00789,中沢茂一,なかざわもいち,日本社会党,長野1区
rl031,r01081,中嶋英夫,なかじまひでお,日本社会党,神奈川2区
rl031,r01228,永末英一,ながすええいいち,民主社会党,京都1区
rl031,r00103,中曽根康弘,なかそねやすひろ,自由民主党,群馬3区
rl031,r00827,永田亮一,ながたりょういち,自由民主党,兵庫2区
rl031,r01331,中谷鉄也,なかたにてつや,無所属,和歌山1区
rl031,r01350,中野明,なかのあきら,公明党,高知全県区
rl031,r00258,中野四郎,なかのしろう,自由民主党,愛知4区
rl031,r00764,中村梅吉,なかむらうめきち,自由民主党,東京5区
rl031,r01179,中村重光,なかむらじゅうこう,日本社会党,長崎1区
rl031,r00959,中村時雄,なかむらときお,民主社会党,愛媛1区
rl031,r00402,中村寅太,なかむらとらた,自由民主党,福岡1区
rl031,r00756,中村庸一郎,なかむらよういちろう,自由民主党,千葉3区
rl031,r00729,中山栄一,なかやまえいいち,自由民主党,茨城1区
rl031,r00295,中山マサ,なかやままさ,自由民主党,大阪2区
rl031,r00853,永山忠則,ながやまただのり,自由民主党,広島3区
rl031,r00849,灘尾弘吉,なだおひろきち,自由民主党,広島1区
rl031,r01176,楢崎弥之助,ならざきやのすけ,日本社会党,福岡1区
rl031,r00382,成田知巳,なりたともみ,日本社会党,香川1区
rl031,r00705,南条徳男,なんじょうとくお,自由民主党,北海道4区
rl031,r00694,二階堂進,にかいどうすすむ,自由民主党,鹿児島3区
rl031,r00292,西尾末広,にしおすえひろ,民主社会党,大阪2区
rl031,r01249,西岡武夫,にしおかたけお,自由民主党,長崎1区
rl031,r01316,西風勲,にしかぜいさお,日本社会党,大阪1区
rl031,r01127,西宮弘,にしみやひろし,日本社会党,宮城1区
rl031,r00305,西村栄一,にしむらえいいち,民主社会党,大阪5区
rl031,r00684,西村英一,にしむらえいいち,自由民主党,大分2区
rl031,r00577,西村直己,にしむらなおみ,自由民主党,静岡1区
rl031,r01309,丹羽久章,にわきゅうしょう,自由民主党,愛知1区
rl031,r00734,丹羽喬四郎,にわきょうしろう,自由民主党,茨城3区
rl031,r01012,丹羽兵助,にわひょうすけ,自由民主党,愛知2区
rl031,r00053,根本竜太郎,ねもとりゅうたろう,自由民主党,秋田2区
rl031,r01060,野口忠夫,のぐちただお,日本社会党,福島2区
rl031,r00936,野田卯一,のだういち,自由民主党,岐阜1区
rl031,r00994,野田武夫,のだたけお,自由民主党,熊本1区
rl031,r00030,野原正勝,のはらまさかつ,自由民主党,岩手1区
rl031,r01212,野間千代三,のまちよぞう,日本社会党,神奈川1区
rl031,r01227,野呂恭一,のろきょういち,自由民主党,三重2区
rl031,r00702,芳賀貢,はがみつぐ,日本社会党,北海道2区
rl031,r01356,橋口隆,はしぐちたかし,自由民主党,鹿児島3区
rl031,r00504,橋本登美三郎,はしもととみさぶろう,自由民主党,茨城1区
rl031,r01236,橋本龍太郎,はしもとりゅうたろう,自由民主党,岡山2区
rl031,r01210,長谷川正三,はせがわしょうぞう,日本社会党,東京7区
rl031,r00517,長谷川四郎,はせがわしろう,自由民主党,群馬2区
rl031,r00911,長谷川峻,はせがわたかし,自由民主党,宮城2区
rl031,r00791,羽田武嗣郎,はたぶしろう,自由民主党,長野2区
rl031,r01142,畑和,はたやわら,日本社会党,埼玉1区
rl031,r00982,八田貞義,はったさだよし,自由民主党,福島2区
rl031,r01267,葉梨信行,はなしのぶゆき,無所属,茨城1区
rl031,r01193,華山親義,はなやまちかよし,日本社会党,山形1区
rl031,r01340,浜田光人,はまだみつと,日本社会党,広島2区
rl031,r00990,浜野清吾,はまのせいご,自由民主党,東京9区
rl031,r00335,早川崇,はやかわたかし,自由民主党,和歌山2区
rl031,r00218,林百郎,はやしひゃくろう,日本共産党,長野3区
rl031,r00310,原健三郎,はらけんざぶろう,自由民主党,兵庫2区
rl031,r00793,原茂,はらしげる,日本社会党,長野3区
rl031,r00299,原田憲,はらだけん,自由民主党,大阪3区
rl031,r00879,馬場元治,ばばもとはる,自由民主党,長崎1区
rl031,r01314,樋上新一,ひがみしんいち,公明党,京都1区
rl031,r00747,平岡忠次郎,ひらおかちゅうじろう,日本社会党,埼玉2区
rl031,r01215,平林剛,ひらばやしたけし,日本社会党,神奈川3区
rl031,r01277,広川シズエ,ひろかわしずえ,自由民主党,東京3区
rl031,r01274,広沢賢一,ひろさわけんいち,日本社会党,東京1区
rl031,r01345,広沢直樹,ひろさわなおき,公明党,徳島全県区
rl031,r01137,広瀬秀吉,ひろせひでよし,日本社会党,栃木1区
rl031,r00888,広瀬正雄,ひろせまさお,自由民主党,大分1区
rl031,r01301,平等文成,びょうどうぶんせい,日本社会党,長野2区
rl031,r00592,福井勇,ふくいいさむ,自由民主党,愛知5区
rl031,r01342,福岡義登,ふくおかよしと,日本社会党,広島3区
rl031,r00743,福田赳夫,ふくだたけお,自由民主党,群馬3区
rl031,r00542,福田篤泰,ふくだとくやす,自由民主党,東京7区
rl031,r00564,福田一,ふくだはじめ,自由民主党,福井全県区
rl031,r00443,福永一臣,ふくながかずおみ,自由民主党,熊本2区
rl031,r00520,福永健司,ふくながけんじ,自由民主党,埼玉1区
rl031,r01109,福家俊一,ふけとしいち,自由民主党,香川1区
rl031,r01172,藤井勝志,ふじいかつし,自由民主党,岡山2区
rl031,r00515,藤枝泉介,ふじえだせんすけ,自由民主党,群馬1区
rl031,r01200,藤尾正行,ふじおまさゆき,自由民主党,栃木2区
rl031,r01288,伏木和雄,ふしきかずお,公明党,神奈川1区
rl031,r00678,藤田義光,ふじたよしみつ,自由民主党,熊本1区
rl031,r01311,藤波孝生,ふじなみたかお,自由民主党,三重2区
rl031,r01242,藤本孝雄,ふじもとたかお,自由民主党,香川1区
rl031,r01080,藤山愛一郎,ふじやまあいいちろう,自由民主党,神奈川1区
rl031,r00735,船田中,ふなだなか,自由民主党,栃木1区
rl031,r00843,古井喜実,ふるいよしみ,自由民主党,鳥取全県区
rl031,r01259,古内広雄,ふるうちひろお,無所属,宮城1区
rl031,r01297,古川喜一,ふるかわきいち,日本社会党,富山1区
rl031,r01022,古川丈吉,ふるかわじょうきち,自由民主党,大阪4区
rl031,r01304,古屋亨,ふるやとおる,自由民主党,岐阜2区
rl031,r00763,帆足計,ほあしけい,日本社会党,東京4区
rl031,r01170,細田吉蔵,ほそだきちぞう,自由民主党,島根全県区
rl031,r01247,細谷治嘉,ほそやはるよし,日本社会党,福岡3区
rl031,r00940,穂積七郎,ほづみしちろう,日本社会党,愛知5区
rl031,r00672,保利茂,ほりしげる,自由民主党,佐賀全県区
rl031,r01100,堀昌雄,ほりまさお,日本社会党,兵庫2区
rl031,r00320,堀川恭平,ほりかわきょうへい,自由民主党,兵庫4区
rl031,r00904,本名武,ほんなたけし,自由民主党,北海道5区
rl031,r00838,坊秀男,ぼうひでお,自由民主党,和歌山1区
rl031,r00602,前尾繁三郎,まえおしげさぶろう,自由民主党,京都2区
rl031,r01323,正木良明,まさきよしあき,公明党,大阪5区
rl031,r01339,増岡博之,ますおかひろゆき,自由民主党,広島2区
rl031,r00220,増田甲子七,ますだかねしち,自由民主党,長野4区
rl031,r00198,益谷秀次,ますたにしゅうじ,自由民主党,石川2区
rl031,r00701,松浦周太郎,まつうらしゅうたろう,自由民主党,北海道2区
rl031,r00978,松沢雄蔵,まつざわゆうぞう,自由民主党,山形2区
rl031,r00823,松田竹千代,まつだたけちよ,自由民主党,大阪5区
rl031,r01302,松野幸泰,まつのゆきやす,無所属,岐阜1区
rl031,r00434,松野頼三,まつのらいぞう,自由民主党,熊本1区
rl031,r00884,松前重義,まつまえしげよし,日本社会党,熊本1区
rl031,r00780,松村謙三,まつむらけんぞう,自由民主党,富山2区
rl031,r00409,松本七郎,まつもとしちろう,日本社会党,福岡2区
rl031,r01279,松本善明,まつもとぜんめい,日本共産党,東京4区
rl031,r01286,松本忠助,まつもとちゅうすけ,公明党,東京9区
rl031,r00673,三池信,みいけまこと,自由民主党,佐賀全県区
rl031,r00376,三木武夫,みきたけお,自由民主党,徳島全県区
rl031,r01168,三木喜夫,みきよしお,日本社会党,兵庫4区
rl031,r00128,水田三喜男,みずたみきお,自由民主党,千葉3区
rl031,r01273,水野清,みずのきよし,自由民主党,千葉2区
rl031,r01270,三ッ林弥太郎,みつばやしやたろう,自由民主党,埼玉4区
rl031,r01196,湊徹郎,みなとてつろう,自由民主党,福島2区
rl031,r01257,美濃政市,みのまさいち,日本社会党,北海道5区
rl031,r01255,箕輪登,みのわのぼる,自由民主党,北海道1区
rl031,r01245,三原朝雄,みはらあさお,自由民主党,福岡2区
rl031,r00553,三宅正一,みやけしょういち,日本社会党,新潟3区
rl031,r01341,宮沢喜一,みやざわきいち,自由民主党,広島3区
rl031,r01303,武藤嘉文,むとうかぶん,自由民主党,岐阜1区
rl031,r01138,武藤山治,むとうさんじ,日本社会党,栃木2区
rl031,r00445,村上勇,むらかみいさむ,自由民主党,大分1区
rl031,r01347,村上信二郎,むらかみしんじろう,自由民主党,愛媛2区
rl031,r01182,村山喜一,むらやまきいち,日本社会党,鹿児島2区
rl031,r01217,村山達雄,むらやまたつお,自由民主党,新潟3区
rl031,r01111,毛利松平,もうりまつへい,自由民主党,愛媛3区
rl031,r00161,門司亮,もじりょう,民主社会党,神奈川1区
rl031,r01076,本島百合子,もとじまゆりこ,民主社会党,東京3区
rl031,r01194,粟山ひで,もみやまひで,自由民主党,福島1区
rl031,r00758,森清（千葉）,もりきよし,自由民主党,千葉3区
rl031,r01233,森義視,もりよしみ,日本社会党,奈良全県区
rl031,r00738,森下国雄,もりしたくにお,自由民主党,栃木2区
rl031,r00706,森田重次郎,もりたじゅうじろう,自由民主党,青森1区
rl031,r01033,森本靖,もりもとせい,日本社会党,高知全県区
rl031,r00510,森山欽司,もりやまきんじ,自由民主党,栃木1区
rl031,r00275,矢尾喜三郎,やおきさぶろう,日本社会党,滋賀全県区
